,customer_id,fraudulent,customerEmail,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,orderId,orderAmount,orderState,orderShippingAddress,transactionId,paymentMethodId,transactionAmount,transactionFailed,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,paymentMethodIssuer
10,3,False,rubenjuarez@yahoo.com,670.664.8168x94985,slovx60t0i558may4ks0,95de:8565:5a66:792c:26e0:6cfb:7d87:11af,"7769 Elizabeth Bridge Apt. 343
Nortonstad, FM 51359",fbz9ep,34,fulfilled,"7769 Elizabeth Bridge Apt. 343
Nortonstad, FM 51359",vx4cjc27,pdxjdwui4,34,False,False,card,Voyager,Grand Credit Corporation
11,3,False,rubenjuarez@yahoo.com,670.664.8168x94985,slovx60t0i558may4ks0,95de:8565:5a66:792c:26e0:6cfb:7d87:11af,"7769 Elizabeth Bridge Apt. 343
Nortonstad, FM 51359",7odnn6,26,fulfilled,"7769 Elizabeth Bridge Apt. 343
Nortonstad, FM 51359",yiay9b0n,pdxjdwui4,26,False,False,card,Voyager,Grand Credit Corporation
12,3,False,rubenjuarez@yahoo.com,670.664.8168x94985,slovx60t0i558may4ks0,95de:8565:5a66:792c:26e0:6cfb:7d87:11af,"7769 Elizabeth Bridge Apt. 343
Nortonstad, FM 51359",audx7o,25,fulfilled,"428 Ricardo Mountain
Port Lorihaven, UT 07665-3981",sn3v0ql2,pdxjdwui4,25,False,False,card,Voyager,Grand Credit Corporation
13,4,True,uchen@malone.com,1-981-877-0870,j0pd24k5h8dl2fqu0cz4,196.89.235.192,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",56h7iw,71,fulfilled,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",q8j3dgni,olr4zf09x,71,False,False,card,VISA 13 digit,Grand Credit Corporation
14,4,True,uchen@malone.com,1-981-877-0870,j0pd24k5h8dl2fqu0cz4,196.89.235.192,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",kowj1v,66,fulfilled,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",xjulqy8x,gehl28i8u,66,True,False,card,JCB 16 digit,Bastion Banks
15,4,True,uchen@malone.com,1-981-877-0870,j0pd24k5h8dl2fqu0cz4,196.89.235.192,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",wlznfu,69,failed,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",rvm65vr1,gehl28i8u,69,False,False,card,JCB 16 digit,Bastion Banks
16,4,True,uchen@malone.com,1-981-877-0870,j0pd24k5h8dl2fqu0cz4,196.89.235.192,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",hm3rth,46,fulfilled,"620 Alexander Views
Michaelstad, AK 94959-7484",kckrvagp,76bw9eqg2,46,True,False,apple pay,VISA 16 digit,His Majesty Bank Corp.
17,4,True,uchen@malone.com,1-981-877-0870,j0pd24k5h8dl2fqu0cz4,196.89.235.192,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",xwo0al,59,fulfilled,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",yd80pfko,76bw9eqg2,59,False,False,apple pay,VISA 16 digit,His Majesty Bank Corp.
18,4,True,uchen@malone.com,1-981-877-0870,j0pd24k5h8dl2fqu0cz4,196.89.235.192,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",vvq05w,68,fulfilled,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",2slep8t9,s6escw45g,68,False,False,card,JCB 16 digit,Solace Banks
19,4,True,uchen@malone.com,1-981-877-0870,j0pd24k5h8dl2fqu0cz4,196.89.235.192,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",2528x8,32,fulfilled,"148 Russell Lodge Apt. 445
Port Jenniferside, TN 60556-0871",ckk3ux58,w1i1zq3rg,32,False,False,apple pay,American Express,Grand Credit Corporation
20,5,True,robinsoncynthia@dunn.com,+65(5)8997489788,hbww39m1wenbq4ymjhsx,43.166.163.164,"65233 Hutchinson Mountains
Martinezside, OR 75588",vq7j5b,25,pending,"764 Collier Springs
Jackfurt, NE 95955-5328",67qcpl0r,n5fj5bc0e,25,False,False,card,VISA 16 digit,p
21,6,True,samuel15@saunders-rhodes.com,05045239487,up7afvce5v0omniqlevq,33.67.35.30,"3960 Emily Fort
Staceytown, AR 21817-3325",sq7rk9,40,fulfilled,"9447 Cook Extensions
Rebeccahaven, NY 78148-0238",9jutaun8,je76d0ulj,40,True,False,apple pay,VISA 13 digit,x
22,6,True,samuel15@saunders-rhodes.com,05045239487,up7afvce5v0omniqlevq,33.67.35.30,"3960 Emily Fort
Staceytown, AR 21817-3325",sq7rk9,40,fulfilled,"9447 Cook Extensions
Rebeccahaven, NY 78148-0238",lla8uo92,je76d0ulj,40,False,False,apple pay,VISA 13 digit,x
23,7,True,johnlowery@gmail.com,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",kanub7,65,fulfilled,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",cfoevtai,yxsf33ipw,65,True,False,bitcoin,Voyager,Bulwark Trust Corp.
24,7,True,johnlowery@gmail.com,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",605pbl,36,failed,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",kg0emdbe,yxsf33ipw,36,False,False,bitcoin,Voyager,Bulwark Trust Corp.
25,7,True,johnlowery@gmail.com,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",7fs5td,68,fulfilled,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",crwqqfpi,yxsf33ipw,68,False,False,bitcoin,Voyager,Bulwark Trust Corp.
26,7,True,johnlowery@gmail.com,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",kanub7,65,fulfilled,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",300mewnx,8xex97krx,65,False,False,card,VISA 16 digit,Her Majesty Trust
27,7,True,johnlowery@gmail.com,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",ccuh4k,74,fulfilled,"27513 Betty Gardens Suite 901
Stewartport, CA 27936-0627",u2xbyl92,8xex97krx,74,True,False,card,VISA 16 digit,Her Majesty Trust
28,7,True,johnlowery@gmail.com,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",lajvhn,55,fulfilled,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",c5w6btep,8xex97krx,55,False,False,card,VISA 16 digit,Her Majesty Trust
29,8,False,jameslandry@rodriguez.com,1-885-168-1310x338,yz4l2bgbvzra5eb5qcan,c899:ff67:6864:4365:def3:3023:655f:5181,"USNS Price
FPO AE 14661",mtg9kj,25,fulfilled,"USNS Price
FPO AE 14661",idd9amrw,yk3gx9knx,25,False,False,card,Discover,Her Majesty Trust
30,8,False,jameslandry@rodriguez.com,1-885-168-1310x338,yz4l2bgbvzra5eb5qcan,c899:ff67:6864:4365:def3:3023:655f:5181,"USNS Price
FPO AE 14661",1b71xd,21,pending,"USNS Price
FPO AE 14661",sihnojhc,yk3gx9knx,21,True,False,card,Discover,Her Majesty Trust
31,8,False,jameslandry@rodriguez.com,1-885-168-1310x338,yz4l2bgbvzra5eb5qcan,c899:ff67:6864:4365:def3:3023:655f:5181,"USNS Price
FPO AE 14661",1b71xd,21,pending,"USNS Price
FPO AE 14661",2ta3i8e2,yk3gx9knx,21,True,False,card,Discover,Her Majesty Trust
32,8,False,jameslandry@rodriguez.com,1-885-168-1310x338,yz4l2bgbvzra5eb5qcan,c899:ff67:6864:4365:def3:3023:655f:5181,"USNS Price
FPO AE 14661",1b71xd,21,pending,"USNS Price
FPO AE 14661",ksmxqqg3,yk3gx9knx,21,True,False,card,Discover,Her Majesty Trust
33,8,False,jameslandry@rodriguez.com,1-885-168-1310x338,yz4l2bgbvzra5eb5qcan,c899:ff67:6864:4365:def3:3023:655f:5181,"USNS Price
FPO AE 14661",1b71xd,21,pending,"USNS Price
FPO AE 14661",8pssnrcy,yk3gx9knx,21,False,False,card,Discover,Her Majesty Trust
34,10,True,bowenwilliam@yahoo.com,(128)248-4091x37789,qmntgod0numz62gzbla7,231.91.253.19,"27061 Wright Forks
Craigland, MN 59915",a0dh26,40,fulfilled,"256 Vang Prairie Suite 748
West Troyland, IA 65490-2272",i2xemksa,4nt3vg6nr,40,True,False,card,Discover,c
35,10,True,bowenwilliam@yahoo.com,(128)248-4091x37789,qmntgod0numz62gzbla7,231.91.253.19,"27061 Wright Forks
Craigland, MN 59915",a0dh26,40,fulfilled,"256 Vang Prairie Suite 748
West Troyland, IA 65490-2272",fkxbbt2y,4nt3vg6nr,40,False,False,card,Discover,c
36,10,True,bowenwilliam@yahoo.com,(128)248-4091x37789,qmntgod0numz62gzbla7,231.91.253.19,"27061 Wright Forks
Craigland, MN 59915",izik2o,18,pending,"27061 Wright Forks
Craigland, MN 59915",ud4zmsnq,4nt3vg6nr,18,False,False,card,Discover,c
37,10,True,bowenwilliam@yahoo.com,(128)248-4091x37789,qmntgod0numz62gzbla7,231.91.253.19,"27061 Wright Forks
Craigland, MN 59915",2sumqh,46,failed,"27061 Wright Forks
Craigland, MN 59915",wnlc7kcq,4nt3vg6nr,46,False,False,card,Discover,c
38,10,True,bowenwilliam@yahoo.com,(128)248-4091x37789,qmntgod0numz62gzbla7,231.91.253.19,"27061 Wright Forks
Craigland, MN 59915",kcmymd,12,fulfilled,"27061 Wright Forks
Craigland, MN 59915",uqgebkxo,4nt3vg6nr,12,False,False,card,Discover,c
39,10,True,bowenwilliam@yahoo.com,(128)248-4091x37789,qmntgod0numz62gzbla7,231.91.253.19,"27061 Wright Forks
Craigland, MN 59915",mocbj3,11,fulfilled,"27061 Wright Forks
Craigland, MN 59915",9u7gmxy2,4nt3vg6nr,11,True,False,card,Discover,c
40,11,False,ksummers@hotmail.com,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",ji75jj,12,fulfilled,"5918 Jeremy Spur Apt. 524
Martinborough, SC 73839-0349",46ijodjq,14t4urgqg,12,False,False,card,Discover,Vertex Bancorp
41,11,False,ksummers@hotmail.com,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",ha14ey,49,fulfilled,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",33jfoo59,14t4urgqg,49,True,False,card,Discover,Vertex Bancorp
42,11,False,ksummers@hotmail.com,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",5lyh0x,30,fulfilled,"7792 Lambert Flats
Jessicaland, OK 69264",xo1gdp22,anpl44kz2,30,False,False,card,American Express,Bastion Banks
43,11,False,ksummers@hotmail.com,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",ha14ey,49,fulfilled,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",i8bk4lna,ahnb9wv33,49,False,False,card,VISA 13 digit,Her Majesty Trust
44,11,False,ksummers@hotmail.com,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",ni3keo,45,fulfilled,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",7p73brx2,ahnb9wv33,45,True,False,card,VISA 13 digit,Her Majesty Trust
45,11,False,ksummers@hotmail.com,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",vvo42o,28,fulfilled,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",zwl18ddd,ahnb9wv33,28,True,False,card,VISA 13 digit,Her Majesty Trust
46,11,False,ksummers@hotmail.com,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",vvo42o,28,fulfilled,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",i8zlhilq,12sooz8hm,28,False,False,bitcoin,Maestro,Vertex Bancorp
47,12,False,christineklein@wright-boyd.org,897-464-6425x941,j8cp1uydkuyza2eo0mir,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"67636 Renee Islands Suite 307
Teresaview, ND 09042",abc26t,10,fulfilled,"PSC 4895, Box 9024
APO AA 50628-5796",fgobyd98,9pfrhknoz,10,False,False,bitcoin,VISA 16 digit,Citizens First Banks
48,12,False,christineklein@wright-boyd.org,897-464-6425x941,j8cp1uydkuyza2eo0mir,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"67636 Renee Islands Suite 307
Teresaview, ND 09042",bdzhkd,45,pending,"67636 Renee Islands Suite 307
Teresaview, ND 09042",c4fephmj,ow9u8ogs4,45,False,False,card,VISA 16 digit,Vertex Bancorp
49,12,False,christineklein@wright-boyd.org,897-464-6425x941,j8cp1uydkuyza2eo0mir,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"67636 Renee Islands Suite 307
Teresaview, ND 09042",l8smyt,46,fulfilled,"957 Sheila Prairie
West Jacquelineburgh, DE 46455-3868",07hkhmmf,ow9u8ogs4,46,False,False,card,VISA 16 digit,Vertex Bancorp
50,12,False,christineklein@wright-boyd.org,897-464-6425x941,j8cp1uydkuyza2eo0mir,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"67636 Renee Islands Suite 307
Teresaview, ND 09042",0esxhp,16,fulfilled,"355 Tamara Plains
North Judyton, LA 04531",jz6qu6zy,ow9u8ogs4,16,False,False,card,VISA 16 digit,Vertex Bancorp
51,13,False,meganwalters@chavez.com,(522)133-8741x643,qsxqbn6qjxkni7f813qn,98.229.160.246,"7541 Olson Glens
Ballshire, IL 29415",ooxrwm,43,fulfilled,"PSC 5530, Box 9664
APO AE 46314",bhil44kr,o2ct2h9fp,43,True,False,card,Mastercard,Her Majesty Trust
52,13,False,meganwalters@chavez.com,(522)133-8741x643,qsxqbn6qjxkni7f813qn,98.229.160.246,"7541 Olson Glens
Ballshire, IL 29415",ooxrwm,43,fulfilled,"PSC 5530, Box 9664
APO AE 46314",nw0a0y9s,o2ct2h9fp,43,False,False,card,Mastercard,Her Majesty Trust
53,13,False,meganwalters@chavez.com,(522)133-8741x643,qsxqbn6qjxkni7f813qn,98.229.160.246,"7541 Olson Glens
Ballshire, IL 29415",2p3zor,34,fulfilled,"00287 Davidson Stravenue
New Staceytown, ND 18845",enl54gvp,o2ct2h9fp,34,True,False,card,Mastercard,Her Majesty Trust
54,13,False,meganwalters@chavez.com,(522)133-8741x643,qsxqbn6qjxkni7f813qn,98.229.160.246,"7541 Olson Glens
Ballshire, IL 29415",2p3zor,34,fulfilled,"00287 Davidson Stravenue
New Staceytown, ND 18845",hkcfpxan,o2ct2h9fp,34,False,False,card,Mastercard,Her Majesty Trust
55,14,False,caleb94@sutton.info,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",49zp0m,19,failed,"813 Miller Lakes
Lake Christina, SD 29778-1298",n7vnyysr,5a44rykx3,19,False,False,card,VISA 16 digit,Solace Banks
56,14,False,caleb94@sutton.info,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",eqpu3r,46,fulfilled,"813 Miller Lakes
Lake Christina, SD 29778-1298",mx7hay87,5a44rykx3,46,False,False,card,VISA 16 digit,Solace Banks
57,14,False,caleb94@sutton.info,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",gzlvco,39,fulfilled,"813 Miller Lakes
Lake Christina, SD 29778-1298",vby375q9,5a44rykx3,39,False,False,card,VISA 16 digit,Solace Banks
58,14,False,caleb94@sutton.info,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",p1yden,35,fulfilled,"813 Miller Lakes
Lake Christina, SD 29778-1298",1ti2lm0o,5a44rykx3,35,False,False,card,VISA 16 digit,Solace Banks
59,14,False,caleb94@sutton.info,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",bkvs1p,46,failed,"813 Miller Lakes
Lake Christina, SD 29778-1298",fwq4f8bn,5a44rykx3,46,False,False,card,VISA 16 digit,Solace Banks
60,15,True,gonzalesjackson@gmail.com,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",s7dg4a,50,fulfilled,"60769 Yang Fork
Port Samanthachester, OH 10135-7083",zcnztn97,7964l78jo,50,False,False,apple pay,VISA 16 digit,a
61,15,True,gonzalesjackson@gmail.com,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",jlzkil,41,fulfilled,"566 Courtney Stream
Reedland, NH 84853",zx8st0gu,7964l78jo,41,False,False,apple pay,VISA 16 digit,a
62,15,True,gonzalesjackson@gmail.com,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",f8bsyg,44,fulfilled,"611 Steven Land Suite 843
Loganhaven, NY 14012",fzvbpn58,7964l78jo,44,False,False,apple pay,VISA 16 digit,a
63,15,True,gonzalesjackson@gmail.com,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",u3ogjs,41,fulfilled,"566 Courtney Stream
Reedland, NH 84853",1wa1s613,7964l78jo,41,False,False,apple pay,VISA 16 digit,a
64,16,False,dana09@yahoo.com,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",giqilg,12,fulfilled,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",koade5oa,1lejsiqz7,12,True,False,card,JCB 16 digit,Bastion Banks
65,16,False,dana09@yahoo.com,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",g56nmt,33,fulfilled,"5145 Marquez Oval
South Lisaborough, RI 54165",okdmow3s,1lejsiqz7,33,True,False,card,JCB 16 digit,Bastion Banks
66,16,False,dana09@yahoo.com,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",2ai67b,40,fulfilled,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",scls9w4j,1lejsiqz7,40,False,False,card,JCB 16 digit,Bastion Banks
67,16,False,dana09@yahoo.com,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",giqilg,12,fulfilled,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",3cryzmi3,ww9fq10ca,12,False,False,bitcoin,JCB 16 digit,Solace Banks
68,16,False,dana09@yahoo.com,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",g56nmt,33,fulfilled,"5145 Marquez Oval
South Lisaborough, RI 54165",wt1g1zul,ww9fq10ca,33,True,False,bitcoin,JCB 16 digit,Solace Banks
69,16,False,dana09@yahoo.com,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",g56nmt,33,fulfilled,"5145 Marquez Oval
South Lisaborough, RI 54165",2yzkbxnq,ww9fq10ca,33,False,False,bitcoin,JCB 16 digit,Solace Banks
70,17,False,alec27@bell.com,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",28xxko,34,pending,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",jbnf5zpw,6n2psn50k,34,False,False,card,Voyager,Fountain Financial Inc.
71,17,False,alec27@bell.com,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",iyl91j,12,fulfilled,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",60kuyxra,6n2psn50k,12,False,False,card,Voyager,Fountain Financial Inc.
72,17,False,alec27@bell.com,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",j7ene4,30,fulfilled,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",u6wa5ysx,6n2psn50k,30,True,False,card,Voyager,Fountain Financial Inc.
73,17,False,alec27@bell.com,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",j7ene4,30,fulfilled,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",gj13pt1o,6n2psn50k,30,False,False,card,Voyager,Fountain Financial Inc.
74,17,False,alec27@bell.com,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",j7ene4,30,fulfilled,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",vfrua0id,366dsl3w0,30,True,False,card,VISA 16 digit,Her Majesty Trust
75,17,False,alec27@bell.com,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",mir5zf,22,fulfilled,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",jh5r2s3s,366dsl3w0,22,False,False,card,VISA 16 digit,Her Majesty Trust
76,18,False,juliecook@hotmail.com,1-412-734-7967x67388,sj72s0k7wxdrxu3rcmba,61ba:a72b:5401:db1a:9833:d0da:254c:2369,"1750 Alicia Shoals Apt. 000
South Benjamin, ND 75373",p6g2g0,11,fulfilled,"1750 Alicia Shoals Apt. 000
South Benjamin, ND 75373",5855qbk5,rqpuq19z6,11,False,False,card,Voyager,His Majesty Bank Corp.
77,18,False,juliecook@hotmail.com,1-412-734-7967x67388,sj72s0k7wxdrxu3rcmba,61ba:a72b:5401:db1a:9833:d0da:254c:2369,"1750 Alicia Shoals Apt. 000
South Benjamin, ND 75373",7y5qly,14,fulfilled,"1750 Alicia Shoals Apt. 000
South Benjamin, ND 75373",6lf1jy8o,rqpuq19z6,14,False,False,card,Voyager,His Majesty Bank Corp.
78,19,False,meganberry@clark.biz,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",1d19rh,37,fulfilled,"833 Mathis Prairie
Fergusonview, MH 81934-1374",74b4ih1u,bcetnywn4,37,False,False,card,JCB 16 digit,Her Majesty Trust
79,19,False,meganberry@clark.biz,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",deh1ao,42,fulfilled,"34944 Glenn Mountain
Sherryhaven, TN 36252",o4z2x2e9,bcetnywn4,42,True,False,card,JCB 16 digit,Her Majesty Trust
